wild_mut,H ALTS910101,H BENS940101,H BENS940102,H BENS940103,H BENS940104,H CSEM940101,H DAYM780301,H FEND850101,H FITW660101,H GEOD900101,H GONG920101,H GRAR740104,H HENS920101,H HENS920102,H HENS920103,H JOHM930101,H JOND920103,H JOND940101,H KOLA920101,H LEVJ860101,H LUTR910101,H LUTR910102,H LUTR910103,H LUTR910104,H LUTR910105,H LUTR910106,H LUTR910107,H LUTR910108,H LUTR910109,H MCLA710101,H MCLA720101,H MIYS930101,H MIYT790101,H MOHR870101,H NIEK910101,H NIEK910102,H OVEJ920101,H QU_C930101,H QU_C930102,H QU_C930103,H RISJ880101,H TUDE900101,H AZAE970101,H AZAE970102,H RIER950101,H WEIL970101,H WEIL970102,H MEHP950101,H MEHP950102,H MEHP950103,H KAPO950101,H VOGG950101,H BLAJ010101,H PRLA000101,H PRLA000102,H QUIB020101,H NAOD960101,H RUSR970101,H RUSR970102,H RUSR970103,H OGAK980101,H KANM000101,H NGPC000101,H MUET010101,H MUET020101,H MUET020102,H LINK010101,H DOSZ010102,H DOSZ010103,H DOSZ010104,H GIAG010101,H HENS920104,H DAYM780302,H DOSZ010101,H OVEJ920102,H OVEJ920103,H OVEJ920104,H OVEJ920105
PG,-2.0,-1.7,-1.8,-1.7,-1.8,0.25,-1.0,3.0,2.0,8.0,-1.6,42.0,-2.0,-3.0,-5.0,-2.5,-1.0,-2.0,0.0,0.0,-19.0,-11.0,0.0,6.0,-10.0,-14.0,-17.0,3.0,-13.0,3.0,0.0,-0.14,0.97,11.0,0.1,0.09,-2.0,-0.023,0.0,0.0,-1.2,4.0,13.0,10.0,93.0,0.0,2.0,0.92,0.75,1.8,17.0,3.6,0.0,-0.04,-1.79,-0.8,6.0,0.0,0.0,1.0,-7.2,-18.0,-3.0,-4.5,-3.0,-1.0,0.02,-0.2,-1.2,0.5,0.2,-2.0,-5.0,-6.2,0.026,0.005,0.006,0.013
GP,-2.0,-1.7,-1.8,-1.7,-1.8,0.25,-1.0,3.0,2.0,8.0,-1.6,42.0,-2.0,-3.0,-5.0,-2.5,-1.0,-2.0,0.0,0.0,-19.0,-11.0,0.0,6.0,-10.0,-14.0,-17.0,3.0,-13.0,3.0,0.0,-0.14,0.97,11.0,0.1,0.09,-2.0,-0.023,0.0,0.0,-1.2,4.0,13.0,10.0,93.0,0.0,2.0,0.92,0.75,1.8,17.0,3.6,0.0,-0.04,-1.79,-0.8,6.0,0.0,0.0,1.0,-7.2,-18.0,-3.0,-4.5,-3.0,-1.0,0.017,-0.52,-1.5,0.51,-0.2,-2.0,-5.0,-7.1,0.043,0.017,0.054,0.004
PH,-1.0,-0.4,-0.4,-1.0,0.7,0.05,0.0,3.0,1.0,9.0,-1.1,77.0,-2.0,-3.0,-4.0,-4.3,0.0,-4.0,0.0,0.0,-12.0,-23.0,-7.0,-14.0,-9.0,-15.0,-12.0,-4.0,-10.0,3.0,0.0,0.14,2.15,5.0,-0.32,-0.34,-3.0,0.304,0.651,4.0,-1.6,-2.0,4.0,3.0,83.0,0.0,2.0,0.8,0.83,1.96,11.7,4.1,-4.0,-1.44,-3.55,-2.1,2.0,2.0,1.0,2.0,-7.5,-18.0,-6.0,-8.0,-2.0,-1.0,0.01,-2.55,-1.1,-1.21,-0.2,-2.0,-3.0,-1.2,0.011,0.021,0.027,0.004
HP,-1.0,-0.4,-0.4,-1.0,0.7,0.05,0.0,3.0,1.0,9.0,-1.1,77.0,-2.0,-3.0,-4.0,-4.3,0.0,-4.0,0.0,0.0,-12.0,-23.0,-7.0,-14.0,-9.0,-15.0,-12.0,-4.0,-10.0,3.0,0.0,0.14,2.15,5.0,-0.32,-0.34,-3.0,0.304,0.651,4.0,-1.6,-2.0,4.0,3.0,83.0,0.0,2.0,0.8,0.83,1.96,11.7,4.1,-4.0,-1.44,-3.55,-2.1,2.0,2.0,1.0,2.0,-7.5,-18.0,-6.0,-8.0,-2.0,-1.0,0.011,-2.94,-1.6,-1.2,0.2,-2.0,-3.0,-8.2,0.006,0.014,0.008,0.0
PI,-3.0,-2.0,-2.3,-2.6,-1.6,-0.19,-2.0,2.0,2.0,9.0,-2.6,95.0,-2.0,-4.0,-5.0,-5.7,-2.0,-3.0,0.0,-1.0,-11.0,-28.0,-8.0,1.0,8.0,-9.0,-15.0,-7.0,-1.0,1.0,0.0,-0.78,2.62,3.0,-0.53,-0.55,-4.0,0.065,0.572,3.0,-0.6,-18.0,-14.0,-9.0,79.0,0.0,3.0,0.67,1.3,1.18,9.35,2.6,-3.0,-2.0,-4.04,-2.4,-8.0,2.0,-2.0,0.0,-7.2,-30.0,-4.0,-4.0,-4.0,-3.0,0.009,-7.9,-1.5,-4.07,-0.2,-3.0,-7.0,12.5,0.009,0.007,0.018,0.005
IP,-3.0,-2.0,-2.3,-2.6,-1.6,-0.19,-2.0,2.0,2.0,9.0,-2.6,95.0,-2.0,-4.0,-5.0,-5.7,-2.0,-3.0,0.0,-1.0,-11.0,-28.0,-8.0,1.0,8.0,-9.0,-15.0,-7.0,-1.0,1.0,0.0,-0.78,2.62,3.0,-0.53,-0.55,-4.0,0.065,0.572,3.0,-0.6,-18.0,-14.0,-9.0,79.0,0.0,3.0,0.67,1.3,1.18,9.35,2.6,-3.0,-2.0,-4.04,-2.4,-8.0,2.0,-2.0,0.0,-7.2,-30.0,-4.0,-4.0,-4.0,-3.0,0.011,-8.48,-3.1,-3.16,0.2,-3.0,-7.0,-8.9,0.007,0.012,0.009,0.018
PL,-3.0,-0.2,-1.3,-2.2,0.0,-0.2,-3.0,3.0,1.0,9.0,-2.3,98.0,-3.0,-4.0,-5.0,-2.8,0.0,-1.0,0.0,-1.0,-10.0,-36.0,-24.0,-7.0,3.0,-3.0,-16.0,-21.0,-1.0,1.0,1.0,-0.67,2.7,4.0,-0.25,-0.26,-3.0,0.079,0.504,2.0,-0.8,-16.0,-12.0,-9.0,81.0,0.0,3.0,0.75,1.21,1.19,7.28,2.9,1.0,-1.56,-2.88,-1.4,-8.0,0.0,-5.0,-2.0,-6.6,-33.0,-5.0,-5.0,-3.0,-2.0,0.009,-8.52,-2.4,-4.99,-0.6,-4.0,-6.0,9.1,0.006,0.019,0.034,0.002
LP,-3.0,-0.2,-1.3,-2.2,0.0,-0.2,-3.0,3.0,1.0,9.0,-2.3,98.0,-3.0,-4.0,-5.0,-2.8,0.0,-1.0,0.0,-1.0,-10.0,-36.0,-24.0,-7.0,3.0,-3.0,-16.0,-21.0,-1.0,1.0,1.0,-0.67,2.7,4.0,-0.25,-0.26,-3.0,0.079,0.504,2.0,-0.8,-16.0,-12.0,-9.0,81.0,0.0,3.0,0.75,1.21,1.19,7.28,2.9,1.0,-1.56,-2.88,-1.4,-8.0,0.0,-5.0,-2.0,-6.6,-33.0,-5.0,-5.0,-3.0,-2.0,0.013,-8.38,-3.8,-4.05,0.6,-4.0,-6.0,-9.2,0.016,0.038,0.03,0.031
PK,-2.0,-2.3,-1.6,-0.8,-1.5,-0.17,-1.0,2.0,2.0,3.0,-0.6,103.0,-1.0,-2.0,-2.0,-0.6,-2.0,-4.0,0.0,0.0,-9.0,-5.0,-8.0,3.0,-12.0,-16.0,-8.0,-1.0,-14.0,3.0,0.0,-0.14,2.94,6.0,0.04,0.04,-1.0,0.099,0.206,1.0,-0.7,-2.0,5.0,1.0,46.0,0.0,1.0,0.67,0.92,2.08,16.8,4.6,1.0,-0.19,-1.21,0.2,3.0,4.0,0.0,1.0,-7.5,-10.0,-4.0,-4.5,-1.0,0.0,0.024,-1.66,-0.9,1.11,-0.1,-1.0,-6.0,-10.4,0.02,0.029,0.017,0.0
KP,-2.0,-2.3,-1.6,-0.8,-1.5,-0.17,-1.0,2.0,2.0,3.0,-0.6,103.0,-1.0,-2.0,-2.0,-0.6,-2.0,-4.0,0.0,0.0,-9.0,-5.0,-8.0,3.0,-12.0,-16.0,-8.0,-1.0,-14.0,3.0,0.0,-0.14,2.94,6.0,0.04,0.04,-1.0,0.099,0.206,1.0,-0.7,-2.0,5.0,1.0,46.0,0.0,1.0,0.67,0.92,2.08,16.8,4.6,1.0,-0.19,-1.21,0.2,3.0,4.0,0.0,1.0,-7.5,-10.0,-4.0,-4.5,-1.0,0.0,0.022,-1.43,-0.2,0.1,0.1,-1.0,-6.0,-8.2,0.045,0.052,0.045,0.014
PM,-3.0,-1.8,-2.0,-2.4,-1.4,-0.17,-2.0,2.0,2.0,10.0,-2.4,87.0,-2.0,-4.0,-4.0,-9.8,-2.0,-3.0,0.0,-1.0,-11.0,-25.0,-10.0,-1.0,6.0,-16.0,-15.0,-8.0,0.0,1.0,0.0,-0.82,2.36,2.0,-0.31,-0.32,-6.0,0.266,0.523,3.0,-1.2,-10.0,-10.0,-9.0,78.0,1.0,3.0,0.59,1.34,1.28,11.6,2.8,-4.0,-1.09,-2.02,-1.9,-6.0,-17.0,-3.0,0.0,-8.8,-21.0,-5.0,-5.0,-4.0,-2.0,0.004,-7.1,-1.7,-3.74,0.2,-3.0,-7.0,8.2,0.0,0.002,0.014,0.0
MP,-3.0,-1.8,-2.0,-2.4,-1.4,-0.17,-2.0,2.0,2.0,10.0,-2.4,87.0,-2.0,-4.0,-4.0,-9.8,-2.0,-3.0,0.0,-1.0,-11.0,-25.0,-10.0,-1.0,6.0,-16.0,-15.0,-8.0,0.0,1.0,0.0,-0.82,2.36,2.0,-0.31,-0.32,-6.0,0.266,0.523,3.0,-1.2,-10.0,-10.0,-9.0,78.0,1.0,3.0,0.59,1.34,1.28,11.6,2.8,-4.0,-1.09,-2.02,-1.9,-6.0,-17.0,-3.0,0.0,-8.8,-21.0,-5.0,-5.0,-4.0,-2.0,0.016,-6.45,-2.8,-3.5,-0.2,-3.0,-7.0,-8.7,0.0,0.002,0.003,0.0
PF,-5.0,-3.2,-3.4,-3.8,-1.8,-0.12,-5.0,2.0,2.0,8.0,-3.8,114.0,-3.0,-5.0,-6.0,-5.0,-3.0,-4.0,0.0,-1.0,-24.0,-28.0,-32.0,-8.0,2.0,-9.0,-26.0,-28.0,-4.0,1.0,0.0,-0.76,3.17,4.0,-0.28,-0.31,-5.0,0.091,0.661,3.0,-1.1,-2.0,-6.0,-5.0,76.0,0.0,4.0,0.69,1.07,1.66,3.14,1.4,-4.0,-0.91,-2.96,-4.1,-4.0,4.0,-1.0,1.0,-8.8,-39.0,-5.0,-4.5,-5.0,-3.0,0.009,-6.65,-2.7,-4.08,0.0,-4.0,-9.0,10.1,0.005,0.001,0.036,0.011
FP,-5.0,-3.2,-3.4,-3.8,-1.8,-0.12,-5.0,2.0,2.0,8.0,-3.8,114.0,-3.0,-5.0,-6.0,-5.0,-3.0,-4.0,0.0,-1.0,-24.0,-28.0,-32.0,-8.0,2.0,-9.0,-26.0,-28.0,-4.0,1.0,0.0,-0.76,3.17,4.0,-0.28,-0.31,-5.0,0.091,0.661,3.0,-1.1,-2.0,-6.0,-5.0,76.0,0.0,4.0,0.69,1.07,1.66,3.14,1.4,-4.0,-0.91,-2.96,-4.1,-4.0,4.0,-1.0,1.0,-8.8,-39.0,-5.0,-4.5,-5.0,-3.0,0.009,-6.23,-3.8,-3.57,0.0,-4.0,-9.0,-8.0,0.006,0.012,0.006,0.016
PP,6.0,6.5,7.0,7.5,3.8,1.0,6.0,6.0,0.0,10.0,7.6,0.0,9.0,11.0,12.0,10.3,6.0,11.0,10.0,3.0,55.0,83.0,67.0,4.0,56.0,95.0,58.0,59.0,78.0,8.0,5.0,0.56,0.0,16.0,1.0,1.0,7.0,1.0,1.0,8.0,2.2,100.0,51.0,33.0,100.0,4.0,-3.0,0.75,0.82,2.13,32.2,12.8,19.0,5.45,13.32,8.1,19.0,-1.0,7.0,0.0,-5.7,74.0,13.0,11.0,9.0,7.0,0.688,7.75,8.7,11.0,0.0,10.0,8.0,2.0,0.424,0.504,0.412,0.764
SA,1.0,1.4,1.3,1.1,0.1,0.14,1.0,5.0,1.0,9.0,1.1,99.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,9.0,1.0,9.0,5.0,12.0,4.0,3.0,7.0,4.0,1.0,0.16,0.51,10.0,-0.38,-0.4,0.0,0.193,0.281,2.0,2.0,10.0,1.0,0.0,94.0,0.0,-1.0,1.17,0.8,1.04,20.4,6.3,0.0,0.34,1.27,1.7,0.0,0.0,2.0,0.0,-5.6,12.0,2.0,2.0,1.0,1.0,0.104,-3.67,3.5,-0.12,0.4,1.0,0.0,7.3,0.086,0.078,0.1,0.074
AS,1.0,1.4,1.3,1.1,0.1,0.14,1.0,5.0,1.0,9.0,1.1,99.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,9.0,1.0,9.0,5.0,12.0,4.0,3.0,7.0,4.0,1.0,0.16,0.51,10.0,-0.38,-0.4,0.0,0.193,0.281,2.0,2.0,10.0,1.0,0.0,94.0,0.0,-1.0,1.17,0.8,1.04,20.4,6.3,0.0,0.34,1.27,1.7,0.0,0.0,2.0,0.0,-5.6,12.0,2.0,2.0,1.0,1.0,0.069,-5.11,1.8,0.01,-0.4,1.0,0.0,-1.6,0.163,0.057,0.074,0.149
SR,-1.0,-0.9,-0.5,-0.2,0.3,-0.16,0.0,3.0,1.0,6.0,-0.2,110.0,-1.0,-1.0,-2.0,-0.6,-1.0,-1.0,5.0,0.0,1.0,6.0,2.0,4.0,-4.0,3.0,2.0,4.0,1.0,4.0,0.0,0.05,2.74,9.0,-0.1,-0.13,0.0,-0.043,0.804,3.0,2.0,-10.0,6.0,4.0,19.0,-1.0,0.0,0.9,0.99,1.29,17.5,5.0,2.0,-0.06,-0.5,0.2,2.0,2.0,0.0,0.0,-6.9,-11.0,-6.0,-6.0,-1.0,0.0,0.03,-2.18,0.0,-0.69,-2.2,-1.0,-2.0,-5.9,0.063,0.065,0.079,0.0
RS,-1.0,-0.9,-0.5,-0.2,0.3,-0.16,0.0,3.0,1.0,6.0,-0.2,110.0,-1.0,-1.0,-2.0,-0.6,-1.0,-1.0,5.0,0.0,1.0,6.0,2.0,4.0,-4.0,3.0,2.0,4.0,1.0,4.0,0.0,0.05,2.74,9.0,-0.1,-0.13,0.0,-0.043,0.804,3.0,2.0,-10.0,6.0,4.0,19.0,-1.0,0.0,0.9,0.99,1.29,17.5,5.0,2.0,-0.06,-0.5,0.2,2.0,2.0,0.0,0.0,-6.9,-11.0,-6.0,-6.0,-1.0,0.0,0.041,-1.52,0.2,-0.86,2.2,-1.0,-2.0,-2.1,0.03,0.015,0.026,0.013
SN,1.0,1.2,1.1,0.9,-0.3,0.14,1.0,5.0,1.0,10.0,0.9,46.0,1.0,1.0,1.0,1.0,1.0,2.0,6.6,0.0,3.0,8.0,4.0,4.0,0.0,13.0,4.0,5.0,6.0,5.0,1.0,-0.02,1.31,11.0,0.04,0.06,0.0,-0.051,0.661,3.0,1.9,1.0,7.0,6.0,66.0,1.0,0.0,1.01,0.84,1.35,20.9,6.1,3.0,0.4,1.54,1.4,4.0,5.0,3.0,4.0,-6.5,10.0,1.0,0.5,1.0,1.0,0.052,0.63,0.9,1.1,1.3,1.0,0.0,-4.3,0.089,0.112,0.096,0.103
NS,1.0,1.2,1.1,0.9,-0.3,0.14,1.0,5.0,1.0,10.0,0.9,46.0,1.0,1.0,1.0,1.0,1.0,2.0,6.6,0.0,3.0,8.0,4.0,4.0,0.0,13.0,4.0,5.0,6.0,5.0,1.0,-0.02,1.31,11.0,0.04,0.06,0.0,-0.051,0.661,3.0,1.9,1.0,7.0,6.0,66.0,1.0,0.0,1.01,0.84,1.35,20.9,6.1,3.0,0.4,1.54,1.4,4.0,5.0,3.0,4.0,-6.5,10.0,1.0,0.5,1.0,1.0,0.088,0.24,1.6,1.09,-1.3,1.0,0.0,-1.3,0.037,0.036,0.05,0.035
SD,0.0,-0.4,0.1,0.4,-2.1,0.22,0.0,3.0,2.0,7.0,0.5,65.0,0.0,0.0,-1.0,-0.2,0.0,0.0,6.6,0.0,2.0,8.0,3.0,3.0,0.0,17.0,3.0,5.0,8.0,3.0,0.0,-0.14,1.87,10.0,0.02,0.03,0.0,0.012,0.245,2.0,0.7,7.0,8.0,6.0,39.0,-1.0,-1.0,0.97,0.77,1.63,19.1,5.7,0.0,0.71,2.34,1.7,4.0,3.0,2.0,2.0,-5.7,4.0,-4.0,-5.5,0.0,0.0,0.033,1.9,-0.3,1.03,0.3,0.0,-3.0,-4.9,0.075,0.085,0.088,0.023
DS,0.0,-0.4,0.1,0.4,-2.1,0.22,0.0,3.0,2.0,7.0,0.5,65.0,0.0,0.0,-1.0,-0.2,0.0,0.0,6.6,0.0,2.0,8.0,3.0,3.0,0.0,17.0,3.0,5.0,8.0,3.0,0.0,-0.14,1.87,10.0,0.02,0.03,0.0,0.012,0.245,2.0,0.7,7.0,8.0,6.0,39.0,-1.0,-1.0,0.97,0.77,1.63,19.1,5.7,0.0,0.71,2.34,1.7,4.0,3.0,2.0,2.0,-5.7,4.0,-4.0,-5.5,0.0,0.0,0.047,1.79,0.9,0.9,-0.3,0.0,-3.0,-0.1,0.065,0.026,0.054,0.016
SC,-1.0,0.9,0.3,0.1,1.5,0.1,0.0,4.0,1.0,8.0,0.1,112.0,-1.0,-1.0,-2.0,-7.7,1.0,1.0,9.0,0.0,-10.0,-11.0,5.0,10.0,6.0,-1.0,-11.0,7.0,-10.0,2.0,2.0,-0.2,1.84,10.0,0.31,0.35,-4.0,-0.178,0.104,1.0,-1.3,-6.0,-1.0,-2.0,91.0,0.0,1.0,1.33,0.81,0.55,17.7,5.3,-18.0,0.31,1.08,0.7,-3.0,-5.0,-1.0,-3.0,-8.2,-10.0,1.0,3.0,1.0,1.0,0.001,-5.8,1.3,-1.37,0.0,-1.0,-2.0,28.2,0.021,0.003,0.013,0.01
CS,-1.0,0.9,0.3,0.1,1.5,0.1,0.0,4.0,1.0,8.0,0.1,112.0,-1.0,-1.0,-2.0,-7.7,1.0,1.0,9.0,0.0,-10.0,-11.0,5.0,10.0,6.0,-1.0,-11.0,7.0,-10.0,2.0,2.0,-0.2,1.84,10.0,0.31,0.35,-4.0,-0.178,0.104,1.0,-1.3,-6.0,-1.0,-2.0,91.0,0.0,1.0,1.33,0.81,0.55,17.7,5.3,-18.0,0.31,1.08,0.7,-3.0,-5.0,-1.0,-3.0,-8.2,-10.0,1.0,3.0,1.0,1.0,0.023,-8.27,-0.4,-0.95,0.0,-1.0,-2.0,2.6,0.004,0.002,0.001,0.008
SQ,-2.0,-1.4,-0.6,0.1,-2.3,-0.06,-1.0,3.0,1.0,10.0,0.2,68.0,0.0,0.0,-1.0,-1.2,-1.0,-1.0,0.0,0.0,2.0,8.0,2.0,4.0,-6.0,10.0,3.0,4.0,2.0,4.0,1.0,-0.2,1.65,10.0,-0.23,-0.22,-1.0,0.404,0.357,2.0,1.8,-7.0,6.0,4.0,71.0,0.0,0.0,1.09,0.85,1.12,17.6,5.4,0.0,1.04,2.59,0.9,2.0,0.0,4.0,1.0,-7.0,0.0,-1.0,-2.5,0.0,0.0,0.027,-1.63,0.9,-0.44,-0.1,0.0,-4.0,-7.1,0.069,0.042,0.072,0.013
QS,-2.0,-1.4,-0.6,0.1,-2.3,-0.06,-1.0,3.0,1.0,10.0,0.2,68.0,0.0,0.0,-1.0,-1.2,-1.0,-1.0,0.0,0.0,2.0,8.0,2.0,4.0,-6.0,10.0,3.0,4.0,2.0,4.0,1.0,-0.2,1.65,10.0,-0.23,-0.22,-1.0,0.404,0.357,2.0,1.8,-7.0,6.0,4.0,71.0,0.0,0.0,1.09,0.85,1.12,17.6,5.4,0.0,1.04,2.59,0.9,2.0,0.0,4.0,1.0,-7.0,0.0,-1.0,-2.5,0.0,0.0,0.036,-1.96,1.3,-0.59,0.1,0.0,-4.0,-2.8,0.03,0.025,0.032,0.008
SE,-1.0,-1.2,-0.5,0.1,-2.8,-0.17,0.0,3.0,2.0,7.0,0.2,80.0,0.0,0.0,-1.0,-2.2,-1.0,0.0,0.0,0.0,2.0,9.0,1.0,5.0,-3.0,13.0,3.0,4.0,5.0,4.0,0.0,-0.19,2.06,9.0,-0.41,-0.43,-1.0,-0.081,0.204,2.0,1.8,-10.0,6.0,3.0,45.0,-2.0,-2.0,1.02,0.92,1.13,17.7,5.4,0.0,0.31,0.42,1.1,3.0,2.0,1.0,2.0,-6.6,-1.0,-3.0,-5.0,0.0,0.0,0.043,-0.97,-0.8,-0.42,-2.7,-1.0,-4.0,-9.3,0.047,0.041,0.059,0.016
ES,-1.0,-1.2,-0.5,0.1,-2.8,-0.17,0.0,3.0,2.0,7.0,0.2,80.0,0.0,0.0,-1.0,-2.2,-1.0,0.0,0.0,0.0,2.0,9.0,1.0,5.0,-3.0,13.0,3.0,4.0,5.0,4.0,0.0,-0.19,2.06,9.0,-0.41,-0.43,-1.0,-0.081,0.204,2.0,1.8,-10.0,6.0,3.0,45.0,-2.0,-2.0,1.02,0.92,1.13,17.7,5.4,0.0,0.31,0.42,1.1,3.0,2.0,1.0,2.0,-6.6,-1.0,-3.0,-5.0,0.0,0.0,0.029,-1.0,0.4,-0.76,2.7,-1.0,-4.0,-2.3,0.033,0.018,0.031,0.009
SG,1.0,0.8,0.6,0.4,-0.6,0.29,1.0,5.0,1.0,10.0,0.4,56.0,0.0,0.0,-1.0,-1.3,1.0,1.0,0.0,0.0,-6.0,7.0,5.0,7.0,0.0,16.0,-4.0,6.0,8.0,3.0,0.0,0.0,0.85,11.0,0.28,0.28,-1.0,0.015,0.0,1.0,0.7,9.0,8.0,6.0,98.0,0.0,0.0,0.94,0.91,1.37,20.2,5.6,0.0,0.29,0.63,1.6,4.0,4.0,0.0,0.0,-6.3,2.0,1.0,0.5,0.0,0.0,0.039,0.58,0.6,0.78,-0.1,0.0,-1.0,-5.3,0.079,0.056,0.073,0.039
GS,1.0,0.8,0.6,0.4,-0.6,0.29,1.0,5.0,1.0,10.0,0.4,56.0,0.0,0.0,-1.0,-1.3,1.0,1.0,0.0,0.0,-6.0,7.0,5.0,7.0,0.0,16.0,-4.0,6.0,8.0,3.0,0.0,0.0,0.85,11.0,0.28,0.28,-1.0,0.015,0.0,1.0,0.7,9.0,8.0,6.0,98.0,0.0,0.0,0.94,0.91,1.37,20.2,5.6,0.0,0.29,0.63,1.6,4.0,4.0,0.0,0.0,-6.3,2.0,1.0,0.5,0.0,0.0,0.038,-0.24,0.6,1.17,0.1,0.0,-1.0,-1.5,0.068,0.036,0.064,0.064
SH,-2.0,-0.9,-0.5,-0.3,-1.6,0.14,-1.0,3.0,2.0,9.0,-0.2,89.0,-1.0,-1.0,-2.0,-2.6,-1.0,-2.0,9.0,0.0,-4.0,-1.0,0.0,-19.0,-11.0,10.0,-3.0,0.0,3.0,3.0,0.0,-0.15,1.94,10.0,-0.05,-0.02,-2.0,0.144,0.568,3.0,-0.4,-3.0,3.0,2.0,78.0,-1.0,0.0,1.03,0.85,1.29,13.8,5.0,0.0,-0.74,-2.38,-0.1,2.0,1.0,-4.0,-1.0,-7.0,-9.0,-2.0,-2.5,-1.0,0.0,0.004,-3.1,0.3,-1.31,-0.3,-1.0,-5.0,-1.6,0.033,0.052,0.057,0.017
HS,-2.0,-0.9,-0.5,-0.3,-1.6,0.14,-1.0,3.0,2.0,9.0,-0.2,89.0,-1.0,-1.0,-2.0,-2.6,-1.0,-2.0,9.0,0.0,-4.0,-1.0,0.0,-19.0,-11.0,10.0,-3.0,0.0,3.0,3.0,0.0,-0.15,1.94,10.0,-0.05,-0.02,-2.0,0.144,0.568,3.0,-0.4,-3.0,3.0,2.0,78.0,-1.0,0.0,1.03,0.85,1.29,13.8,5.0,0.0,-0.74,-2.38,-0.1,2.0,1.0,-4.0,-1.0,-7.0,-9.0,-2.0,-2.5,-1.0,0.0,0.006,-2.48,-0.2,-1.23,0.3,-1.0,-5.0,-2.4,0.016,0.009,0.013,0.008
SI,-2.0,-1.2,-1.4,-1.8,-0.5,-0.27,-1.0,2.0,1.0,7.0,-1.8,142.0,-2.0,-4.0,-4.0,-4.7,-1.0,-1.0,0.0,-1.0,-5.0,-11.0,-4.0,1.0,-10.0,-12.0,-8.0,-5.0,-13.0,2.0,0.0,-0.68,2.95,8.0,-0.34,-0.37,-3.0,0.166,0.083,0.0,1.6,-17.0,-8.0,-7.0,84.0,-1.0,1.0,0.89,1.24,0.74,14.6,3.4,-6.0,-1.75,-4.67,-1.1,-5.0,-1.0,-4.0,-3.0,-7.2,-20.0,-2.0,-1.5,-3.0,-2.0,0.02,-11.75,0.4,-3.73,-0.3,-3.0,-6.0,8.8,0.02,0.024,0.051,0.009
IS,-2.0,-1.2,-1.4,-1.8,-0.5,-0.27,-1.0,2.0,1.0,7.0,-1.8,142.0,-2.0,-4.0,-4.0,-4.7,-1.0,-1.0,0.0,-1.0,-5.0,-11.0,-4.0,1.0,-10.0,-12.0,-8.0,-5.0,-13.0,2.0,0.0,-0.68,2.95,8.0,-0.34,-0.37,-3.0,0.166,0.083,0.0,1.6,-17.0,-8.0,-7.0,84.0,-1.0,1.0,0.89,1.24,0.74,14.6,3.4,-6.0,-1.75,-4.67,-1.1,-5.0,-1.0,-4.0,-3.0,-7.2,-20.0,-2.0,-1.5,-3.0,-2.0,0.008,-11.11,-2.2,-3.78,0.3,-3.0,-6.0,-6.2,0.014,0.021,0.014,0.013
SL,-4.0,-1.5,-2.1,-2.2,-1.2,-0.19,-3.0,2.0,1.0,7.0,-2.1,145.0,-3.0,-4.0,-4.0,-5.2,-2.0,-2.0,0.0,-1.0,-5.0,-25.0,-12.0,-10.0,-15.0,-15.0,-10.0,-15.0,-15.0,2.0,0.0,-0.7,3.04,8.0,-0.61,-0.66,-4.0,-0.042,0.003,0.0,1.3,-11.0,-7.0,-6.0,86.0,-1.0,1.0,1.01,1.09,0.74,12.2,3.1,-4.0,-2.3,-6.22,-0.8,-5.0,-1.0,-2.0,0.0,-6.4,-22.0,-2.0,-1.5,-3.0,-2.0,0.015,-9.84,0.4,-3.79,0.1,-3.0,-7.0,7.9,0.02,0.022,0.043,0.007
LS,-4.0,-1.5,-2.1,-2.2,-1.2,-0.19,-3.0,2.0,1.0,7.0,-2.1,145.0,-3.0,-4.0,-4.0,-5.2,-2.0,-2.0,0.0,-1.0,-5.0,-25.0,-12.0,-10.0,-15.0,-15.0,-10.0,-15.0,-15.0,2.0,0.0,-0.7,3.04,8.0,-0.61,-0.66,-4.0,-0.042,0.003,0.0,1.3,-11.0,-7.0,-6.0,86.0,-1.0,1.0,1.01,1.09,0.74,12.2,3.1,-4.0,-2.3,-6.22,-0.8,-5.0,-1.0,-2.0,0.0,-6.4,-22.0,-2.0,-1.5,-3.0,-2.0,0.01,-9.58,-2.1,-3.72,-0.1,-3.0,-7.0,-5.1,0.029,0.025,0.019,0.027
SK,-1.0,-1.2,-0.4,0.0,-1.5,-0.24,0.0,3.0,2.0,6.0,0.1,121.0,-1.0,0.0,-1.0,-1.5,-1.0,-1.0,5.0,0.0,-1.0,8.0,-3.0,5.0,-4.0,11.0,1.0,1.0,4.0,3.0,0.0,-0.14,2.71,10.0,-0.18,-0.21,-1.0,0.102,0.745,3.0,1.4,-10.0,6.0,4.0,41.0,0.0,0.0,0.98,0.89,1.32,16.6,5.3,1.0,-0.06,-0.27,1.4,3.0,0.0,0.0,0.0,-6.6,3.0,-5.0,-5.0,-1.0,0.0,0.032,-1.38,-0.1,0.3,-2.6,0.0,-3.0,-10.0,0.041,0.048,0.062,0.015
